base_year,base_date,sido_code,sido_name,district_code,district_name,admin_dong_code,admin_dong_name,indicator_code,indicator_name,raw_value,unit,vacancy_grade,housing_type,source_name,source_url,source_method,collected_at,data_updated_at,collection_status,error_message,raw_file_path,data_quality_note,fingerprint
2026,2026-01-01,11,서울특별시,11530,구로구,11530595,가리봉동,vacant_house_count,빈집 수,1,호,,,빈집애(REB) 빈집지도,https://www.binzibe.kr/main/html/map.html,ajax,2026-07-27T13:53:31.853199+00:00,,success,,data\raw\binzibe\20260727T135331Z\response_state_list_2026.json,"조사 기준은 2026년으로만 제공되어 base_date는 기간 식별용 연도 시작일입니다. 빈집애 법정동명이 대상 행정동명과 같지만, 출처 집계경계는 법정동 기준입니다.",30de6ff8b0cdde347a76e1b9a12c619983bed15f09e18dceb124342de502be4d
2026,2026-01-01,11,서울특별시,11110,종로구,11110670,창신1동,vacant_house_count,빈집 수,30,호,,,빈집애(REB) 빈집지도,https://www.binzibe.kr/main/html/map.html,ajax,2026-07-27T13:53:31.853199+00:00,,success,,data\raw\binzibe\20260727T135331Z\response_state_list_2026.json,조사 기준은 2026년으로만 제공되어 base_date는 기간 식별용 연도 시작일입니다. 빈집애는 행정동이 아닌 창신동 법정동 전체만 제공합니다. 창신1동 독립값이 아니며 동일 법정동을 공유하는 행정동에 중복 표시되는 대체지표입니다.,eddbdeca082d2aad4ca8a8ddbe71ba682f5ac3992b30308fb60d2d60cec2eaf3
2026,2026-01-01,11,서울특별시,11110,종로구,11110680,창신2동,vacant_house_count,빈집 수,30,호,,,빈집애(REB) 빈집지도,https://www.binzibe.kr/main/html/map.html,ajax,2026-07-27T13:53:31.853199+00:00,,success,,data\raw\binzibe\20260727T135331Z\response_state_list_2026.json,조사 기준은 2026년으로만 제공되어 base_date는 기간 식별용 연도 시작일입니다. 빈집애는 행정동이 아닌 창신동 법정동 전체만 제공합니다. 창신2동 독립값이 아니며 동일 법정동을 공유하는 행정동에 중복 표시되는 대체지표입니다.,2b47d7c04c55909d7901245efb4166c8cd7088c6ed3dd640aa26b6421ddf3388
2026,2026-01-01,11,서울특별시,11110,종로구,11110690,창신3동,vacant_house_count,빈집 수,30,호,,,빈집애(REB) 빈집지도,https://www.binzibe.kr/main/html/map.html,ajax,2026-07-27T13:53:31.853199+00:00,,success,,data\raw\binzibe\20260727T135331Z\response_state_list_2026.json,조사 기준은 2026년으로만 제공되어 base_date는 기간 식별용 연도 시작일입니다. 빈집애는 행정동이 아닌 창신동 법정동 전체만 제공합니다. 창신3동 독립값이 아니며 동일 법정동을 공유하는 행정동에 중복 표시되는 대체지표입니다.,251cfe0bf36b24c00c25607740ec0a3ad50b2b7e237c8ed62b655c8068c70d14
2026,2026-01-01,11,서울특별시,11110,종로구,11110700,숭인1동,vacant_house_count,빈집 수,5,호,,,빈집애(REB) 빈집지도,https://www.binzibe.kr/main/html/map.html,ajax,2026-07-27T13:53:31.853199+00:00,,success,,data\raw\binzibe\20260727T135331Z\response_state_list_2026.json,조사 기준은 2026년으로만 제공되어 base_date는 기간 식별용 연도 시작일입니다. 빈집애는 행정동이 아닌 숭인동 법정동 전체만 제공합니다. 숭인1동 독립값이 아니며 동일 법정동을 공유하는 행정동에 중복 표시되는 대체지표입니다.,a159fe3f867adfe4f62c9c184a45734bd996f47d9f7597763cf314bb93bb75f8
