sido_code,sido_name,district_code,district_name,admin_dong_code,admin_dong_name,source_legal_dong_code,source_legal_dong_name,geographic_note
11,서울특별시,11530,구로구,11530595,가리봉동,1153010300,가리봉동,출처는 법정동 경계
11,서울특별시,11110,종로구,11110670,창신1동,1111017400,창신동,행정동 독립값 미제공
11,서울특별시,11110,종로구,11110680,창신2동,1111017400,창신동,행정동 독립값 미제공
11,서울특별시,11110,종로구,11110690,창신3동,1111017400,창신동,행정동 독립값 미제공
11,서울특별시,11110,종로구,11110700,숭인1동,1111017500,숭인동,행정동 독립값 미제공
